judge_id,shiny_info,shiny_timestamp,study_id,num_judgements,time_spent_s,final_comments,attention_checks,attention_checks_passed,attention_checks_failed
121,2e78ea596be56e50b9d3a9d74775923a,17/11/2021 10:20,nuisance_slider,100,429.112,,5,5,0
122,471098382f84f9b81386aa796e12f387,17/11/2021 10:20,nuisance_slider,100,586.17,Fun study. Thank you for the opportunity.,5,5,0
123,7fa85ae358bb77ecb1ef04d7f28eb6a3,17/11/2021 10:22,vehicle_slider,100,649.893,,5,5,0
124,71d66a8c7993628df89587a76cac4f53,17/11/2021 10:23,vehicle_slider,100,765.949,,5,5,0
125,6f80b1be8feee95b1759cde261fa0c0a,17/11/2021 10:29,violation_pairs,100,301.005,,5,5,0
126,28c016e59bf2b78f05d5d9b6589a72b4,17/11/2021 10:46,vehicle_pairs,100,377.76,,5,5,0
127,53732786a2cd88aca3085e330a27d68d,17/11/2021 10:46,violation_pairs,100,421.869,,5,5,0
128,3164c2aa195ac9e2554a8f52cbb5350e,17/11/2021 10:46,nuisance_pairs,100,334.35,Thanks for the opportunity.,5,5,0
129,c3f9ea03f2d0dfc795de15ff10ba8a88,17/11/2021 10:46,nuisance_pairs,100,358.067,,5,5,0
130,44bed7be7b59ae87fddb4a763bd59454,17/11/2021 10:46,vehicle_pairs,100,361.951,,5,5,0
131,e57b7a7105dd1415de7188fbf3eb5245,17/11/2021 10:47,vehicle_slider,100,436.881,Slider not always easy to use and several times finger touch the bar below and some responses were lost.. the bar should have been further away from the slider,5,5,0
132,3d76a6e9a4b479b232b9053afb1f1edf,17/11/2021 10:47,violation_pairs,100,279.843,,5,5,0
133,bae02c08589eb7f984616edf3024647a,17/11/2021 10:47,violation_pairs,100,340.632,,5,5,0
134,2e0eab6a7cddf2342245a71e53847419,17/11/2021 10:47,violation_slider,100,624.468,"Some weren't really comparable. Some were essential, such and ambulance and electric wheelchair.",5,5,0
135,efdcdfa5e529c5518178272c8bd11c31,17/11/2021 10:47,violation_slider,100,765.64,,5,5,0
136,3665694f479d70c4217e55f1d2afc284,17/11/2021 10:47,nuisance_slider,100,1040.632,wht a strange set of queries,5,5,0
137,a7f1d689077122463d3dd79daae32dab,17/11/2021 10:48,nuisance_slider,100,1654.195,"I based most of my judgments on the size, noise and controllability of the objects. My internet connection was very slow during completion of the task, but I can confirm that I continued to pay attention to all ratings. ",5,5,0
138,5b73e5dc4681845eae6e7b301636ae0e,17/11/2021 10:48,nuisance_slider,100,516.28,,5,5,0
139,169782601bf08525ba89fb2d94b01c4e,17/11/2021 10:48,nuisance_slider,100,1179.651,,5,5,0
140,4e739d92638ca7dd2098fab9328b2167,17/11/2021 10:48,nuisance_slider,100,768.766,,5,5,0
141,e13d74e98430bafd9bedab74b498d398,17/11/2021 10:48,nuisance_slider,100,1328.077,"Not sure about my first two/three answers, but bar that I feel all went well. Although it would have been nice to be provided a description of the park, whether this was like a nature reserve or an activity park etc",5,5,0
142,a07c25047537f6b060b8a2f3a78ae475,17/11/2021 10:48,nuisance_slider,100,828.758,,5,5,0
143,8b194ff9bdcbc2cf29e2a220959aec78,17/11/2021 10:49,vehicle_pairs,100,317.303,,5,5,0
144,eb33c75f1a0be96bdea122f71a1fac9f,17/11/2021 10:50,vehicle_slider,100,634.225,,5,5,0
145,114886c2f1271f26f90c63e6c8c898b6,17/11/2021 10:52,nuisance_pairs,100,264.934,,5,5,0
146,3b399e71747ea4205c640479d0cf7176,17/11/2021 11:09,vehicle_pairs,100,298.587,,5,5,0
147,b948b8303d98a6b63058cbc6a66daec7,17/11/2021 11:09,vehicle_slider,100,689.61,,5,5,0
148,5d6714ce726e78fdedf6c197f8f82fad,17/11/2021 11:09,violation_pairs,,,,,,
149,d38158e5488e1bbfd62c5644cc9ebb37,17/11/2021 11:09,violation_slider,100,514.39,,5,5,0
150,a567bae84292fb13c17514e557979e7f,17/11/2021 11:10,nuisance_pairs,100,388.953,,5,5,0
151,309cfb0809279f84f66fb8a6b03ab3f7,17/11/2021 11:10,vehicle_pairs,100,300.354,,5,5,0
152,e565aaf374c3acfe0896d679110ea833,17/11/2021 11:10,vehicle_slider,100,559.542,,5,5,0
153,a0798ca0ff39329b7d4217591c0d6f21,17/11/2021 11:10,violation_pairs,100,422.962,,5,5,0
154,5892e658cc2d244733f5d2334d03e710,17/11/2021 11:10,violation_slider,100,825.708,no,5,5,0
155,fb023947eb7722c723dcfaa4a1428d7e,17/11/2021 11:10,violation_slider,100,659.209,"There was no option to state ""neither"" when neither were considered vehicles or when there may have been a good reason for their presence.",5,5,0
156,fe52462a79c325777c0c695f4337f430,17/11/2021 11:10,violation_slider,100,422.899,,5,5,0
157,b77862ff382f7219b1356ffd2e35c192,17/11/2021 11:10,violation_slider,100,634.27,,5,4,1
158,bc0fc16f7bf36afc24c69c5aed6ba1c5,17/11/2021 11:10,nuisance_pairs,100,385.271,,5,5,0
159,1739bb268d83038d81c96eabaaea0236,17/11/2021 11:10,vehicle_pairs,100,331.631,NEAR THE START I PRESSED ONE BY MISTAKE BEFORE READING IT BUT THAT WAS MY ONLY MISTAKE I THINK,5,4,1
160,e0e2006a9ee9acc9c2adb7c777e4fe14,17/11/2021 11:10,vehicle_slider,100,783.499,,5,5,0
161,98ab033cb8beead4068439130e7ed754,17/11/2021 11:11,violation_pairs,100,299.98,,5,5,0
162,f016973edc5172a442fd1217c04fd873,17/11/2021 11:12,nuisance_pairs,100,582.551,"I went for the options which adversely affected the most amount of people, either from a privacy, safety or intrusion perspective.  However, where the choice was between something which was necessary for health and safety, or disability needs I took the view that these would be tolerated more than other items.  For example, someone using crutches on a crowded path in a park could be obstructive to others but most people would view it philosphically and accept it was necessary, whereas the drone buzzing overhead could be annoying everyone (noise, fear of it crashing, what it was filming).",5,5,0
163,e7bdf54c7d1258c4fa6ced98bf5e9b45,17/11/2021 11:12,nuisance_pairs,100,435.336,,5,4,1
164,24c8e20d70d48093d66d96a64f9954cd,17/11/2021 11:14,vehicle_pairs,100,469.886,,5,5,0
165,4b40df13f1f89f5cb8cb2362de5bff9c,17/11/2021 11:15,vehicle_pairs,100,216.351,,5,5,0
166,3f3284c90897aeb6514f64295ea868fd,17/11/2021 11:16,vehicle_pairs,100,246.322,,5,5,0
